BookID,Title,Authors,Category,Price,Quantity
975,"She Wins, You Win: The Most Important Rule Every Businesswoman Needs to Know","By Evans, Gail"," Self-help , Personal Growth , Success",4.99,1.0
976,Spirits in the Sky: Classic Aircraft of World War II,"By Bowman, Martin W. and Bunce, Patrick (PHT)"," History , Military , Aviation",8.79,1.0
977,Cat Catalog: The Ultimate Cat Book,By,,8.79,1.0
978,Transformative Adventures Vacations & Retreats: An International Directory of 300+ Host Organizations,"By Benson, John",,5.34,1.0
979,"Cato Supreme Court Review, 2002-2003","By Swanson, James L."," Law , Courts",5.29,1.0
980,Stealing Home,"By O'Connor, Philip F."," Fiction , General",5.29,1.0
981,Blade Dancer,"By Viehl, S. L."," Fiction , Science Fiction , Action & Adventure",4.99,1.0
982,Humphrey Bogart,"By Benchley, Nathaniel",,5.88,1.0
983,"Joan Lunden's Healthy Living: A Practical, Inspirational Guide to Creating Balance in Your Life","By Lunden, Joan and Morton, Laura"," Health & Fitness , Women's Health",4.99,1.0
984,Group Dynamics (Psychology),"By Forsyth, Donelson R."," Psychology , Social Psychology",10.99,1.0
985,Professional ASP XML,"By Mohr, Stephen, Baartse, Mark (EDT), Hahn, Steven, Loesgen, Brian, Blair, Richard, Homer, Alex, Haines, Corey, Dalvi, Dinar, Slater, John, Zucca, Mario, Bolognese, Luca, Williams, Kevin, and Kropog, Bill"," Reference , General",6.66,1.0
986,Here and Nowhere Else : Late Seasons of a Farm and Its Family (Concord Library Book),"By Brox, Jane"," Literary Criticism , American , General",4.99,1.0
987,Vital statistics,"By Chastain, Thomas",,5.96,1.0
988,Wallace,"By Reese, Peter"," Biography & Autobiography , Historical",4.99,1.0
989,Pulling Weeds Planting Seeds: Growing Character in Your Life and Family,"By Rainey, Dennis"," Religion , General",5.29,1.0
990,Tabloid Dreams: Stories,"By Butler, Robert Olen"," Fiction , General",5.29,1.0
991,Mickey Mantle Memorabilia (Sports Collectors Digest) The #1 Guide to #7's Memorabilia,"By Hines, Rick, Larson, Mark K., and Platta, Dave"," Antiques & Collectibles , Americana",7.34,1.0
992,Blueprint for the Environment: A Plan for Federal Action,By," Business & Economics , General",5.98,1.0
993,The Little Secret That Can Change Your Life,"By Davis, Joann"," Self-help , Personal Growth , Success",5.29,1.0
994,Cranmer,"By Knickmeyer, Steve"," Fiction , Mystery & Detective , General",25.04,1.0
995,Killobyte,"By Anthony, Piers"," Fiction , Science Fiction , General",5.29,1.0
996,Principles and Practice of Psychopharmacotherapy,"By Janicak, Philip G., Davis, John M., Preskorn, Sheldon H., M.D., and Ayd, Frank J., Jr."," Medical , Psychiatry , Psychopharmacology",7.43,1.0
997,Photography For Dummies (For Dummies (Computer/Tech)),"By Hart, Russell and Richards, Dan"," Photography , Techniques , General",4.99,1.0
998,Opening Financial Markets: Banking Politics on the Pacific Rim (Cornell Studies in Political Economy),"By Pauly, Louis W."," Business & Economics , General",5.29,1.0
